,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7
2319,0.9999999999999999,0.9998876092120496,0.9995532880121643,0.9990055008073025,0.9982580608355884,0.9973296988651592,0.9962434787646794,0.9950260785877095,0.0,0.003368497837215092,0.006703648721381254,0.009973104550587345,0.013146483261879028,0.016196273706994314,0.019098649563666525,0.021834166544095406
2322,0.9999999999999999,0.9997468357675581,0.9989937949873862,0.9977600471092822,0.9960769260239053,0.9939870274309158,0.9915429847916444,0.9888059619492054,0.0,0.003360840186683892,0.006642620674150896,0.009768439186592136,0.012665643210951233,0.015267794250426752,0.01751644508606756,0.01936267711414581
2344,0.9999999999999999,0.9999519674042878,0.9998081927156287,0.9995696412628939,0.9992379087579426,0.9988152017235072,0.9983043104542856,0.9977085748675055,0.0,0.0033729737366562152,0.006739268834972153,0.010092276736770985,0.013425528137114506,0.01673276035523527,0.020007982032177848,0.02324553431946279
2364,0.9999999999999999,0.9998451638323448,0.9993828000273227,0.9986192988584599,0.9975651657748578,0.9962348075768801,0.9946462403362462,0.9928207261096162,0.0,0.0033683862267242536,0.006702673628865203,0.009969355129203905,0.01313609371312881,0.016172274217432097,0.01904951616510768,0.021742136196946763
2401,0.9999999999999999,0.9997465082544823,0.9989926840202107,0.9977582723324645,0.9960754956480141,0.9939880502304431,0.9915497506948392,0.9888228700883288,0.0,0.0033607058698373977,0.006641575019617931,0.009765070015382566,0.012658175225209055,0.015254468589700261,0.017495974155252024,0.01933473484220009
2503,0.9999999999999999,0.9999788100889281,0.999915268566428,0.9998094599711403,0.9996615248894647,0.9994716594897852,0.9992401148728332,0.9989671962406256,0.0,0.003373887767268367,0.00674656765547187,0.010116834936232801,0.013483491171173877,0.01684534732852727,0.020201226865796184,0.023549968767355815
2515,0.9999999999999999,0.9998847847375731,0.9995400359185814,0.9989684370826729,0.9981744363068586,0.9971642096871999,0.9959456106418786,0.994528105460011,0.0,0.0033707411926214327,0.00672142685446891,0.010032163300186416,0.013283379191105513,0.016455983359535874,0.01953151864578497,0.02249231047118476
2519,0.9999999999999999,0.9985203824726603,0.9953084072671324,0.9930273546616187,0.9935684958838665,0.9964829287176289,0.9993539741993224,0.9998011956044923,0.0,0.0028934577478495053,0.0033877674576976388,0.0010731512972989926,-0.0021310800474216678,-0.0035681111429609943,-0.002046637719219644,0.0011714898300498446
2578,0.9999999999999999,0.9997509291235221,0.9990174230073416,0.9978395269434039,0.9962804917335395,0.9944218423002451,0.9923570585674101,0.99018439398977,0.0,0.0033560926602673475,0.00660572831058013,0.009649927004180346,0.01240405086865352,0.014803496333128217,0.016807751159619397,0.018402490909857693
2586,0.9999999999999999,0.9997307882733452,0.9989373236043723,0.9976610249504283,0.9959673729686997,0.9939408943657456,0.9916787345230654,0.989283352310466,0.0,0.0033550665991793943,0.006597552833950113,0.009622518308567255,0.012339680669296978,0.014679242143497506,0.01659605500325243,0.01807179589508053
2609,0.9999999999999999,0.9985203824726603,0.9953084072671324,0.9930273546616187,0.9935684958838664,0.9964829287176287,0.9993539741993224,0.9998011956044923,0.0,0.0028934577478494966,0.0033877674576976483,0.001073151297299035,-0.002131080047421619,-0.0035681111429609956,-0.0020466377192197177,0.0011714898300497453
2649,0.9999999999999999,0.999857115007822,0.9994346351349498,0.9987507312068106,0.9978345270056117,0.9967244290912926,0.9954659266891818,0.9941089900417907,0.0,0.0033650195393713474,0.006676212948601792,0.009882675931122686,0.012939177889228179,0.01580858378449728,0.018463805239314936,0.020889167631190517
2669,0.9999999999999999,0.999905253473442,0.9996216257458626,0.9991509480376439,0.9984962579612182,0.9976617779986797,0.9966528855894454,0.995476075045044,0.0,0.003371610976135653,0.0067283732175927105,0.010055540440596313,0.013338570526414309,0.01656322576734784,0.019715670923912715,0.022782568388535967
2686,0.9999999999999999,0.9999513699156595,0.9998056963116637,0.999563627183162,0.9992262360356672,0.9987950122253404,0.9982718475744187,0.9976590193990608,0.0,0.003373162783473283,0.006740775109660807,0.010097326212733756,0.013437384316739773,0.01675563515203449,0.020046919308905294,0.02330626805965737
2702,0.9999999999999999,0.9998918198325482,0.99957173432957,0.9990528866537733,0.9983564537164941,0.9975105919033787,0.9965490356508527,0.9955094189368615,0.0,0.003367277452891577,0.006694083411362482,0.009941919528654449,0.013076135181724494,0.01606760983486864,0.018894159164838865,0.021541594738759398
2727,0.9999999999999999,0.9999438202046133,0.9997757114194277,0.9994969596051307,0.9991096886446972,0.9986168315772243,0.9980220909424643,0.9973298888415616,0.0,0.0033726612847049258,0.006736774707231202,0.010083889811759464,0.013405749522360793,0.01669438327317268,0.019942195928942773,0.023142051195164267
2741,0.9999999999999999,0.9999142515755763,0.9996579595635964,0.9992339659182305,0.9986469481743752,0.9979033321757459,0.9970111724873747,0.9959800030182162,0.0,0.0033713861378253393,0.006726604715120037,0.010049740693290314,0.01332537893558469,0.016538841413413188,0.01967640942608016,0.02272552634281816
2775,0.9999999999999999,0.9985203824726603,0.9953084072671324,0.9930273546616187,0.9935684958838665,0.9964829287176289,0.9993539741993224,0.9998011956044923,0.0,0.002893457747849504,0.0033877674576976405,0.0010731512972989995,-0.0021310800474216604,-0.0035681111429609947,-0.0020466377192196556,0.0011714898300498313
2796,0.9999999999999999,0.9999749737116886,0.9998999493030034,0.9997750898529983,0.9996006661961224,0.9993770554820776,0.999104739171236,0.9987843004771435,0.0,0.0033737870570203637,0.006745762895428044,0.010114124050035849,0.013477082518689329,0.016832873384491173,0.02017976230758389,0.023516052844186817
2810,0.9999999999999999,0.9998411703261045,0.9993716081166557,0.9986116762769208,0.9975939469307459,0.996361240775261,0.9949640534249373,0.993457527240137,0.0,0.0033640480469354166,0.006668528613263069,0.00985722631507461,0.0128804244122829,0.015697652935740346,0.018279870099381926,0.02061094365684193
2818,0.9999999999999999,0.9998798726945911,0.9995239938763781,0.9989456450671523,0.9981662145670214,0.9972141163508066,0.9961233548994038,0.9949318094952637,0.0,0.0033670689451125364,0.006692421662400488,0.009936345796095845,0.013063034306530651,0.01604228731095255,0.01885092738188157,0.021473856057569688
2830,0.9999999999999999,0.9999148440308481,0.9996599521688493,0.9992370436955897,0.9986489547410429,0.9978995948890282,0.9969938876406045,0.9959376959206725,0.0,0.0033720393798350617,0.00673180680655507,0.010067164201962289,0.013366238771232792,0.01661754952922809,0.019810126629466844,0.022933621328656565
2852,0.9999999999999999,0.9999519674042878,0.9998081927156288,0.9995696412628939,0.9992379087579426,0.9988152017235072,0.9983043104542856,0.9977085748675057,0.0,0.003372973736656173,0.0067392688349720686,0.01009227673677086,0.013425528137114338,0.016732760355235066,0.020007982032177612,0.023245534319462535
2878,0.9999999999999999,0.9998133315342337,0.9992614950444615,0.9983684762536466,0.9971725491627412,0.9957238410720703,0.9940811521828252,0.9923082400366215,0.0,0.0033623196514964834,0.006654843198361409,0.009811822290174214,0.012775338584432775,0.015498572606102459,0.017948345363766518,0.020106767094251642
2901,0.9999999999999999,0.9997862568025099,0.9991543953704533,0.9981318971887521,0.9967625316843407,0.9951034562080533,0.9932214442854986,0.9911885059173406,0.0,0.0033606187396102126,0.006641372934994479,0.00976711767854006,0.012671821084801861,0.0153023281006985,0.017621235655138172,0.01960868249917236
2979,0.9999999999999999,0.9997332465131046,0.9989493634729869,0.9976961063662815,0.9960486019517453,0.9941030708182979,0.9919688418587658,0.9897593733190166,0.0,0.003353457518371275,0.00658500953166332,0.00958199523791138,0.012249430264284275,0.014516886011549521,0.016343217662084363,0.01771873644169072
