,reals_0,reals_1,reals_2,reals_3,imags_0,imags_1,imags_2,imags_3
4510,1.0,0.9999617606622274,0.9998471194477366,0.9996563065152356,0.0,0.0033741405019315565,0.006745149366899717,0.010109903237769434
4604,1.0,0.999801009366215,0.9992129471509691,0.9982619559725205,0.0,0.0033619425569841885,0.006648472703694247,0.009788654558698517
4668,1.0,0.9999373704382328,0.9997499934269427,0.9994393980715226,0.0,0.0033729581517135845,0.006735710725779626,0.010078160956127498
4700,1.0,0.999801009366215,0.9992129471509691,0.9982619559725205,0.0,0.003361942556984195,0.006648472703694259,0.00978865455869853
4795,1.0,0.9998640122366343,0.9994615671850204,0.9988089141577643,0.0,0.003366356219696829,0.006683392125566909,0.009904349519362789
4801,1.0,0.9999854248244033,0.9999417013174673,0.9998688355383373,0.0,0.0033746092922851,0.006748898043731697,0.010122545769447934
4816,1.0,0.999759900621656,0.9990546179481857,0.9979280682343641,0.0,0.003355454667500929,0.006597303577561639,0.009620016495313598
4854,1.0,0.9977898340601717,0.9959489933932762,0.998466602420386,0.0,0.0020326268204864275,-0.00033958027478857186,-0.001975739471685746
4863,1.0,0.9997547964438421,0.9990448513664266,0.997944121749057,0.0,0.003348974158270222,0.006547373578144877,0.00946194917013809
4916,1.0,0.9998692198604828,0.9994822607594238,0.9988549754718465,0.0,0.003366594680870235,0.006685282462458772,0.009910633713997807
5003,1.0,0.998520130965345,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629044,0.0033883433148113157,0.0010733337129461655
5067,1.0,0.9998586214716092,0.9994395309075316,0.9987576020949723,0.0,0.0033667463223203005,0.0066864528444399995,0.009914346783211415
5088,1.0,0.9997862204702737,0.9991542516334729,0.9981315796445677,0.0,0.0033611899823468004,0.006642501847251917,0.009768777915837806
5119,1.0,0.999801009366215,0.9992129471509691,0.9982619559725205,0.0,0.003361942556984207,0.0066484727036942816,0.00978865455869856
5138,1.0,0.9999331699804495,0.999733461498356,0.9994032054845057,0.0,0.0033725202334226136,0.006732226555850499,0.010066509216004799
5141,1.0,0.9997940107962344,0.9991868791636479,0.9982103268892509,0.0,0.0033601037179111027,0.006634015231789662,0.00974125807831179
5149,1.0,0.9998628977086452,0.9994539013337878,0.9987798869583526,0.0,0.00336907261132471,0.006704743778245307,0.009974304064926876
5164,1.0,0.9998570907063077,0.9994345389781887,0.9987505187287353,0.0,0.003365591530103495,0.0066773477825624854,0.009884355809747034
5188,1.0,0.9998411420395666,0.999371496182919,0.998611428898675,0.0,0.0033646198234933023,0.006669661752802351,0.009858900580059404
5227,1.0,0.999984997852,0.9999399943461292,0.9998649982955329,0.0,0.0033746010711174193,0.006748832285850216,0.010122323901050083
5277,1.0,0.999987527577762,0.9999501121749935,0.9998877593829224,0.0,0.0033746185077108367,0.006748971768635872,0.010122794599424504
5329,1.0,0.9997862204702737,0.9991542516334727,0.9981315796445677,0.0,0.0033611899823468004,0.006642501847251919,0.009768777915837811
5352,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629105,0.0033883433148113097,0.0010733337129461354
5409,1.0,0.9997256595657026,0.9989205006146455,0.9976365244473848,0.0,0.003352812237194079,0.006576636355440278,0.009552847897996163
5429,1.0,0.9999828042209408,0.999931221950293,0.999845268384814,0.0,0.003374575403807217,0.006748626970290397,0.010121631089953542
5495,1.0,0.9998586214716092,0.9994395309075316,0.9987576020949723,0.0,0.003366746322320281,0.006686452844439965,0.009914346783211367
5510,1.0,0.9995992003204729,0.9984793181763643,0.9968698679162779,0.0,0.0033143820737264146,0.006282809435161143,0.008634273200497967
5534,1.0,0.9998132998065666,0.9992613695219161,0.9983681989448644,0.0,0.0033628911833881794,0.006655974400570789,0.009813490127315222
5619,1.0,0.9998729883349138,0.9994970524734524,0.9988872211760703,0.0,0.003366917886820136,0.006687835472992448,0.00991906917548977
5652,1.0,0.9998528708767539,0.9994129813986602,0.9986848069733595,0.0,0.0033698576986106402,0.006710950486064388,0.009994838566844487
5653,1.0,0.9999275878604573,0.9997113163175742,0.9993540608441589,0.0,0.0033721762903662763,0.006729487738884435,0.01005733691999309
5694,1.0,0.9996628481382898,0.9987129588877657,0.9973233649739482,0.0,0.0033266763220059304,0.0063763358187350775,0.00892424925137298
5713,1.0,0.9998897074190892,0.9995632740451664,0.999033812345031,0.0,0.0033678283129946716,0.006695047388353271,0.009943012715033549
5768,1.0,0.998520130965345,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629066,0.003388343314811312,0.0010733337129461532
5819,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629105,0.0033883433148113097,0.0010733337129461378
5904,1.0,0.9998762440621735,0.9995071061859764,0.9988989261379613,0.0,0.003369549055803778,0.006708543767083942,0.009987064423601304
5917,1.0,0.9996488767800636,0.9986266593901718,0.9970238217260492,0.0,0.0033402497217587482,0.006477897109611517,0.009229315279408495
5997,1.0,0.999801009366215,0.9992129471509691,0.9982619559725205,0.0,0.003361942556984208,0.0066484727036942816,0.009788654558698564
6006,1.0,0.9998182417950056,0.9992811102448482,0.9984125143544793,0.0,0.0033630086064117956,0.006656912298585024,0.009816647286465457
6008,1.0,0.9997307425147522,0.998937142978161,0.9976606273864136,0.0,0.0033556368982233854,0.006598674298125897,0.00962415396829102
6018,1.0,0.9999661631593721,0.9998647734637452,0.9996961926738892,0.0,0.0033740820407958086,0.006744683681906241,0.010108342805393392
6078,1.0,0.9995274732228576,0.9982160716129561,0.996358307069823,0.0,0.0033006151776660956,0.006178400886273209,0.008312122529630862
6197,1.0,0.9997940107962344,0.9991868791636479,0.9982103268892509,0.0,0.0033601037179110684,0.006634015231789599,0.009741258078311702
6203,1.0,0.999951339344702,0.9998057128566523,0.9995641823329587,0.0,0.0033734825856036764,0.006739900348665146,0.010092268080415575
6204,1.0,0.9999831758968402,0.9999327079311078,0.9998486091319496,0.0,0.0033745821901249033,0.006748681251551495,0.010121814237015275
6208,1.0,0.9999751821011689,0.999900758092735,0.9997768169582668,0.0,0.0033744251451286677,0.00674742544820157,0.01011757902975558
6267,1.0,0.999979844526968,0.9999194022676507,0.9998187456447937,0.0,0.0033744720639563974,0.0067478006651984545,0.010118844636229241
6342,1.0,0.9998729883349138,0.9994970524734527,0.9988872211760703,0.0,0.003366917886820118,0.006687835472992411,0.009919069175489717
6350,1.0,0.9999751746640071,0.9999007203390208,0.9997767020458781,0.0,0.003374442741816387,0.006747565936323605,0.010118051573421332
6373,1.0,0.9999355875853949,0.9997426240859745,0.9994219286082903,0.0,0.003373403937909305,0.006739264415916035,0.010090083977260555
6408,1.0,0.9998586214716092,0.9994395309075316,0.9987576020949722,0.0,0.0033667463223203027,0.006686452844440003,0.009914346783211422
6455,1.0,0.9999522772676321,0.9998092678807722,0.999571447519104,0.0,0.003373818212857834,0.00674257368151602,0.01010122506059329
6519,1.0,0.9997991973257108,0.9992052610061756,0.9982430633771077,0.0,0.0033623174982200014,0.006651415292254573,0.009798271215129545
6533,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629066,0.003388343314811312,0.0010733337129461532
6578,1.0,0.9999866827132167,0.9999467328373443,0.9998801563252688,0.0,0.0033746141208406033,0.00674893667350494,0.010122676152407058
6582,1.0,0.9999513612471921,0.9998056616760097,0.9995635493958974,0.0,0.003373736153231668,0.006741920876705485,0.01009904243918559
6644,1.0,0.9995960466460075,0.9984721167325389,0.9968721492492144,0.0,0.003311590322995242,0.006261794716035655,0.00857032859744868
6739,1.0,0.9998570907063077,0.9994345389781887,0.9987505187287352,0.0,0.0033655915301035034,0.006677347782562502,0.009884355809747057
6765,1.0,0.999801009366215,0.9992129471509691,0.9982619559725205,0.0,0.003361942556984191,0.006648472703694253,0.009788654558698524
6815,1.0,0.9997862204702737,0.9991542516334729,0.9981315796445677,0.0,0.003361189982346791,0.006642501847251901,0.009768777915837787
6827,1.0,0.999951339344702,0.9998057128566523,0.9995641823329587,0.0,0.00337348258560368,0.006739900348665153,0.010092268080415587
6845,1.0,0.9995960466460075,0.9984721167325389,0.9968721492492144,0.0,0.0033115903229952435,0.006261794716035657,0.008570328597448681
6866,1.0,0.9997256595657026,0.9989205006146455,0.9976365244473848,0.0,0.003352812237194066,0.006576636355440254,0.009552847897996132
6902,1.0,0.9999364454179335,0.9997467292424911,0.9994336733938715,0.0,0.0033723644554663366,0.006730995000281618,0.010062434687049315
6957,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629088,0.0033883433148113105,0.0010733337129461447
7032,1.0,0.999801009366215,0.9992129471509691,0.9982619559725208,0.0,0.003361942556984178,0.006648472703694227,0.00978865455869849
7044,1.0,0.9997940107962344,0.999186879163648,0.998210326889251,0.0,0.003360103717911064,0.006634015231789589,0.009741258078311688
7077,1.0,0.9998586214716092,0.9994395309075316,0.9987576020949723,0.0,0.003366746322320288,0.006686452844439974,0.009914346783211379
7105,1.0,0.999817779096836,0.999275082808615,0.9983836921367474,0.0,0.0033662036679782976,0.006681921666896215,0.009898002249198365
7142,1.0,0.999759900621656,0.9990546179481857,0.9979280682343641,0.0,0.003355454667500927,0.0065973035775616345,0.009620016495313593
7151,1.0,0.9997940107962344,0.999186879163648,0.998210326889251,0.0,0.0033601037179110675,0.006634015231789597,0.0097412580783117
7167,1.0,0.9998182417950056,0.9992811102448482,0.9984125143544793,0.0,0.003363008606411763,0.006656912298584963,0.009816647286465374
7170,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.002893949581562909,0.0033883433148113097,0.0010733337129461402
7176,1.0,0.9997508867244919,0.999017255740882,0.9978391591475434,0.0,0.003356663132972206,0.006606851158471388,0.00965156730296583
7186,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.002893949581562914,0.003388343314811305,0.001073333712946117
7237,1.0,0.998520130965345,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629066,0.0033883433148113127,0.0010733337129461543
7248,1.0,0.9997307425147522,0.998937142978161,0.9976606273864136,0.0,0.0033556368982233737,0.006598674298125875,0.009624153968290989
7290,1.0,0.9985201309653449,0.9953076097840938,0.993026169442307,0.0,0.0028939495815629066,0.003388343314811312,0.0010733337129461519
7363,1.0,0.9997547964438421,0.9990448513664266,0.997944121749057,0.0,0.0033489741582702305,0.006547373578144892,0.00946194917013811
7381,1.0,0.9998132998065666,0.9992613695219161,0.9983681989448642,0.0,0.0033628911833882046,0.006655974400570836,0.009813490127315283
7387,1.0,0.9998189741280208,0.9992834455740834,0.9984155968384232,0.0,0.0033635853233713793,0.006661451849557423,0.009831558082211757
7438,1.0,0.999492027917019,0.9980836710490278,0.9960923131538149,0.0,0.0032949496310587796,0.006135366668297698,0.008178922958577478
7606,1.0,0.9998107203470689,0.9992512792211766,0.9983463298837751,0.0,0.003362587873111761,0.006653573877141669,0.009805531913721964
7615,1.0,0.9997121844291958,0.9988832681633061,0.9976120387413583,0.0,0.0033426106653372148,0.006498107305863485,0.009304583770892544
7655,1.0,0.9997508867244919,0.9990172557408821,0.9978391591475434,0.0,0.0033566631329721795,0.00660685115847134,0.00965156730296577
7659,1.0,0.9998189741280208,0.9992834455740834,0.9984155968384232,0.0,0.0033635853233713363,0.006661451849557341,0.009831558082211643
7709,1.0,0.9998586214716092,0.9994395309075316,0.9987576020949723,0.0,0.0033667463223202654,0.006686452844439932,0.009914346783211321
